年度,地區別,特用作物類別,種植面積,收穫面積,每公頃平均產量,產量
"2020","新北市","茶葉","751.76","666.53","2513.717","418.867"
"2020","台北市","茶葉","63","63","2775.238","43.71"
"2020","桃園市","茶葉","541.13","450.06","3501.169","393.934"
"2020","台中市","茶葉","457.5","457.5","1800.516","205.934"
"2020","台南市","茶葉","0.2","0.2","4000","0.2"
"2020","高雄市","茶葉","126.48","126.48","4222.802","133.525"
"2020","宜蘭縣","茶葉","164.36","158.75","2705.335","107.368"
"2020","新竹縣","茶葉","400.03","398.03","4269.628","424.86"
"2020","苗栗縣","茶葉","270.87","270.87","3127.877","211.812"
"2020","彰化縣","茶葉","2.42","2.42","4806.612","2.908"
"2020","南投縣","茶葉","6546.81","6458.41","6041.665","9754.887"
"2020","雲林縣","茶葉","348.52","348.52","3984.345","347.156"
"2020","嘉義縣","茶葉","1805.61","1805.61","3922.59","1770.667"
"2020","屏東縣","茶葉","468.22","338","3498.32","295.608"
"2020","台東縣","茶葉","183.1","181.7","2985.603","135.621"
"2020","花蓮縣","茶葉","135.42","123.92","3029.406","93.851"
"2020","澎湖縣","茶葉","0","0","0","0"
"2020","基隆市","茶葉","0.02","0.02","2600","0.013"
"2020","新竹市","茶葉","0.5","0.5","3200","0.4"
"2020","嘉義市","茶葉","0","0","0","0"
"2020","金門縣","茶葉","0","0","0","0"
"2020","連江縣","茶葉","0","0","0","0"
"2020","新北市","菸草","-","-","-","-"
"2020","台北市","菸草","-","-","-","-"
"2020","桃園市","菸草","-","-","-","-"
"2020","台中市","菸草","-","-","-","-"
"2020","台南市","菸草","-","-","-","-"
"2020","高雄市","菸草","-","-","-","-"
"2020","宜蘭縣","菸草","-","-","-","-"
"2020","新竹縣","菸草","-","-","-","-"
"2020","苗栗縣","菸草","-","-","-","-"
"2020","彰化縣","菸草","-","-","-","-"
"2020","南投縣","菸草","-","-","-","-"
"2020","雲林縣","菸草","-","-","-","-"
"2020","嘉義縣","菸草","-","-","-","-"
"2020","屏東縣","菸草","-","-","-","-"
"2020","台東縣","菸草","-","-","-","-"
"2020","花蓮縣","菸草","-","-","-","-"
"2020","澎湖縣","菸草","-","-","-","-"
"2020","基隆市","菸草","-","-","-","-"
"2020","新竹市","菸草","-","-","-","-"
"2020","嘉義市","菸草","-","-","-","-"
"2020","金門縣","菸草","-","-","-","-"
"2020","連江縣","菸草","-","-","-","-"
"2020","新北市","製糖甘蔗-白糖","-","-","-","-"
"2020","台北市","製糖甘蔗-白糖","-","-","-","-"
"2020","桃園市","製糖甘蔗-白糖","-","-","-","-"
"2020","台中市","製糖甘蔗-白糖","-","-","-","-"
"2020","台南市","製糖甘蔗-白糖","1667","1636","62557","102326"
"2020","高雄市","製糖甘蔗-白糖","69","69","63361","4386"
"2020","宜蘭縣","製糖甘蔗-白糖","-","-","-","-"
"2020","新竹縣","製糖甘蔗-白糖","-","-","-","-"
"2020","苗栗縣","製糖甘蔗-白糖","-","-","-","-"
"2020","彰化縣","製糖甘蔗-白糖","990","977","69459","67849"
"2020","南投縣","製糖甘蔗-白糖","-","-","-","-"
"2020","雲林縣","製糖甘蔗-白糖","2654","2613","71663","187287"
"2020","嘉義縣","製糖甘蔗-白糖","2705","2680","63038","168948"
"2020","屏東縣","製糖甘蔗-白糖","-","-","-","-"
"2020","台東縣","製糖甘蔗-白糖","-","-","-","-"
"2020","花蓮縣","製糖甘蔗-白糖","-","-","-","-"
"2020","澎湖縣","製糖甘蔗-白糖","-","-","-","-"
"2020","基隆市","製糖甘蔗-白糖","-","-","-","-"
"2020","新竹市","製糖甘蔗-白糖","-","-","-","-"
"2020","嘉義市","製糖甘蔗-白糖","-","-","-","-"
"2020","金門縣","製糖甘蔗-白糖","-","-","-","-"
"2020","連江縣","製糖甘蔗-白糖","-","-","-","-"
"2020","新北市","樹薯","10.12","8.75","11288.457","98.774"
"2020","台北市","樹薯","-","-","-","-"
"2020","桃園市","樹薯","1.2","1.01","13045.545","13.176"
"2020","台中市","樹薯","0.2","0.2","13525","2.705"
"2020","台南市","樹薯","3.74","3.74","15889.037","59.425"
"2020","高雄市","樹薯","9.56","9.56","13746.339","131.415"
"2020","宜蘭縣","樹薯","1.36","0.96","17117.708","16.433"
"2020","新竹縣","樹薯","0.44","0.44","13681.818","6.02"
"2020","苗栗縣","樹薯","6.27","6.27","13474.003","84.482"
"2020","彰化縣","樹薯","0.3","0.3","12000","3.6"
"2020","南投縣","樹薯","0.34","0.34","9764.706","3.32"
"2020","雲林縣","樹薯","-","-","-","-"
"2020","嘉義縣","樹薯","5.38","5.38","15042.751","80.93"
"2020","屏東縣","樹薯","2.33","2.33","13484.549","31.419"
"2020","台東縣","樹薯","0.6","0.6","14918.333","8.951"
"2020","花蓮縣","樹薯","2.98","2.58","13069.38","33.719"
"2020","澎湖縣","樹薯","0.03","0.03","9000","0.27"
"2020","基隆市","樹薯","-","-","-","-"
"2020","新竹市","樹薯","-","-","-","-"
"2020","嘉義市","樹薯","0.12","0.12","15000","1.8"
"2020","金門縣","樹薯","-","-","-","-"
"2020","連江縣","樹薯","-","-","-","-"
"2020","新北市","食用甘蔗","2.61","1.94","17369.072","33.696"
"2020","台北市","食用甘蔗","-","-","-","-"
"2020","桃園市","食用甘蔗","1.23","1.23","14258.537","17.538"
"2020","台中市","食用甘蔗","3.21","3.21","32295.639","103.669"
"2020","台南市","食用甘蔗","95.33","95.33","64301.741","6129.885"
"2020","高雄市","食用甘蔗","26.04","25.93","66100.578","1713.988"
"2020","宜蘭縣","食用甘蔗","4.29","3.59","17466.574","62.705"
"2020","新竹縣","食用甘蔗","3.15","3.15","20301.587","63.95"
"2020","苗栗縣","食用甘蔗","3.74","3.74","35938.235","134.409"
"2020","彰化縣","食用甘蔗","43.62","43.62","80297.318","3502.569"
"2020","南投縣","食用甘蔗","101.09","100.94","108898.058","10992.17"
"2020","雲林縣","食用甘蔗","67.06","67.06","92079.749","6174.868"
"2020","嘉義縣","食用甘蔗","146.38","93.38","56923.399","5315.507"
"2020","屏東縣","食用甘蔗","36.15","33.35","61957.841","2066.294"
"2020","台東縣","食用甘蔗","15.84","15.84","88182.008","1396.803"
"2020","花蓮縣","食用甘蔗","7.29","6.75","27523.259","185.782"
"2020","澎湖縣","食用甘蔗","-","-","-","-"
"2020","基隆市","食用甘蔗","0.01","0.01","17100","0.171"
"2020","新竹市","食用甘蔗","-","-","-","-"
"2020","嘉義市","食用甘蔗","1.45","1.45","59189.655","85.825"
"2020","金門縣","食用甘蔗","0.04","0.04","16275","0.651"
"2020","連江縣","食用甘蔗","-","-","-","-"
"2020","新北市","芝麻","-","-","-","-"
"2020","台北市","芝麻","-","-","-","-"
"2020","桃園市","芝麻","-","-","-","-"
"2020","台中市","芝麻","121.93","121.93","575.511","70.172"
"2020","台南市","芝麻","1853.72","1853.72","1063.941","1972.249"
"2020","高雄市","芝麻","1.56","1.56","707.051","1.103"
"2020","宜蘭縣","芝麻","0.09","0.09","600","0.054"
"2020","新竹縣","芝麻","0.5","0.5","500","0.25"
"2020","苗栗縣","芝麻","97.33","97.33","665.283","64.752"
"2020","彰化縣","芝麻","85.84","85.84","529.706","45.47"
"2020","南投縣","芝麻","1.3","1.3","616.923","0.802"
"2020","雲林縣","芝麻","45.32","45.32","572.418","25.942"
"2020","嘉義縣","芝麻","49.01","49.01","519.2","25.446"
"2020","屏東縣","芝麻","77.28","77.28","815.437","63.017"
"2020","台東縣","芝麻","-","-","-","-"
"2020","花蓮縣","芝麻","4.7","4.7","914.894","4.3"
"2020","澎湖縣","芝麻","-","-","-","-"
"2020","基隆市","芝麻","-","-","-","-"
"2020","新竹市","芝麻","-","-","-","-"
"2020","嘉義市","芝麻","0.58","0.58","579.31","0.336"
"2020","金門縣","芝麻","-","-","-","-"
"2020","連江縣","芝麻","-","-","-","-"
"2020","新北市","香花作物","0.03","0.03","2666.667","0.08"
"2020","台北市","香花作物","-","-","-","-"
"2020","桃園市","香花作物","-","-","-","-"
"2020","台中市","香花作物","-","-","-","-"
"2020","台南市","香花作物","0.25","0.25","452","0.113"
"2020","高雄市","香花作物","1.04","1.04","2951.923","3.07"
"2020","宜蘭縣","香花作物","-","-","-","-"
"2020","新竹縣","香花作物","0.05","0.05","500","0.025"
"2020","苗栗縣","香花作物","35.81","35.81","1054.007","37.744"
"2020","彰化縣","香花作物","25.69","25.69","2486.61","63.881"
"2020","南投縣","香花作物","-","-","-","-"
"2020","雲林縣","香花作物","0.4","0.4","2000","0.8"
"2020","嘉義縣","香花作物","-","-","-","-"
"2020","屏東縣","香花作物","11.61","11.29","2286.005","25.809"
"2020","台東縣","香花作物","8.76","8.76","575.913","5.045"
"2020","花蓮縣","香花作物","0.94","0.94","547.872","0.515"
"2020","澎湖縣","香花作物","-","-","-","-"
"2020","基隆市","香花作物","-","-","-","-"
"2020","新竹市","香花作物","-","-","-","-"
"2020","嘉義市","香花作物","-","-","-","-"
"2020","金門縣","香花作物","-","-","-","-"
"2020","連江縣","香花作物","-","-","-","-"
"2020","新北市","山藥","35.97","35.97","15112.455","543.595"
"2020","台北市","山藥","15.04","15.04","15682.048","235.858"
"2020","桃園市","山藥","0.91","0.91","8934.066","8.13"
"2020","台中市","山藥","6.12","6.12","12552.778","76.823"
"2020","台南市","山藥","0.81","0.81","25259.259","20.46"
"2020","高雄市","山藥","6.8","6.8","13155.441","89.457"
"2020","宜蘭縣","山藥","11.67","11.67","17639.674","205.855"
"2020","新竹縣","山藥","1.45","1.45","9751.724","14.14"
"2020","苗栗縣","山藥","0.64","0.64","13092.188","8.379"
"2020","彰化縣","山藥","129.13","129.13","29911.33","3862.45"
"2020","南投縣","山藥","211.31","211.31","42379.868","8955.29"
"2020","雲林縣","山藥","14.76","14.76","19712.06","290.95"
"2020","嘉義縣","山藥","8.27","8.27","17840.387","147.54"
"2020","屏東縣","山藥","16.59","16.59","16707.957","277.185"
"2020","台東縣","山藥","0.05","0.05","12760","0.638"
"2020","花蓮縣","山藥","2.02","2.02","27415.842","55.38"
"2020","澎湖縣","山藥","-","-","-","-"
"2020","基隆市","山藥","0.71","0.71","15911.268","11.297"
"2020","新竹市","山藥","-","-","-","-"
"2020","嘉義市","山藥","1.3","1.3","19200","24.96"
"2020","金門縣","山藥","0.24","0.24","5162.5","1.239"
"2020","連江縣","山藥","-","-","-","-"
"2020","新北市","其他特用作物","155.25","128.04","1895.619","242.715"
"2020","台北市","其他特用作物","3.77","3.77","1908.488","7.195"
"2020","桃園市","其他特用作物","168.84","148.35","1122.38","166.505"
"2020","台中市","其他特用作物","226.93","225.23","4432.9","998.422"
"2020","台南市","其他特用作物","344.03","341.04","2914.289","993.889"
"2020","高雄市","其他特用作物","648.09","647.84","4500.869","2915.843"
"2020","宜蘭縣","其他特用作物","48.27","38.69","2072.06","80.168"
"2020","新竹縣","其他特用作物","189.37","173.34","2924.605","506.951"
"2020","苗栗縣","其他特用作物","322.36","322.36","1878.369","605.511"
"2020","彰化縣","其他特用作物","298.47","295.47","4222.087","1247.5"
"2020","南投縣","其他特用作物","820.13","817.63","2717.405","2221.832"
"2020","雲林縣","其他特用作物","237.22","237.22","4550.072","1079.368"
"2020","嘉義縣","其他特用作物","808.78","802.75","1750.19","1404.965"
"2020","屏東縣","其他特用作物","454.93","430.95","3255.538","1402.974"
"2020","台東縣","其他特用作物","1466.2","1442.73","3921.807","5658.109"
"2020","花蓮縣","其他特用作物","643.29","547.58","2477.963","1356.883"
"2020","澎湖縣","其他特用作物","10.96","10.96","1735.128","19.017"
"2020","基隆市","其他特用作物","0.02","0.02","4000","0.08"
"2020","新竹市","其他特用作物","0.58","0.27","2744.444","0.741"
"2020","嘉義市","其他特用作物","2.1","2.1","5038.571","10.581"
"2020","金門縣","其他特用作物","0.33","0.33","903.03","0.298"
"2020","連江縣","其他特用作物","-","-","-","-"
"2019","新北市","茶葉","750.4","664.13","2594.30533178745","430.739"
"2019","台北市","茶葉","63","63","2807.61904761905","44.22"
"2019","桃園市","茶葉","534.44","490.85","3713.77813996129","455.727"
"2019","台中市","茶葉","463.6","463.6","2420.12079378775","280.492"
"2019","台南市","茶葉","0.2","0.2","4000","0.2"
"2019","高雄市","茶葉","154.18","154.18","4016.21481385394","154.805"
"2019","宜蘭縣","茶葉","166.34","159.64","2897.99548985217","115.659"
"2019","新竹縣","茶葉","400.16","399.97","4895.68717653824","489.532"
"2019","苗栗縣","茶葉","294.91","287.21","4484.73242575119","322.015"
"2019","彰化縣","茶葉","2.42","2.42","4806.61157024793","2.908"
"2019","南投縣","茶葉","6518.47","6424.37","6253.20957541362","10043.233"
"2019","雲林縣","茶葉","348.32","348.32","2019.93569131833","175.896"
"2019","嘉義縣","茶葉","1827.31","1827.31","3770.86537040787","1722.635"
"2019","屏東縣","茶葉","344.48","181.23","3589.25122772168","162.62"
"2019","台東縣","茶葉","193.4","186.97","3073.88351072365","143.681"
"2019","花蓮縣","茶葉","133.35","120.85","3036.85560612329","91.751"
"2019","澎湖縣","茶葉","0","0","0","0"
"2019","基隆市","茶葉","0.02","0.02","2600","0.013"
"2019","新竹市","茶葉","0.5","0.5","3200","0.4"
"2019","嘉義市","茶葉","0","0","0","0"
"2019","金門縣","茶葉","0","0","0","0"
"2019","連江縣","茶葉","0","0","0","0"
"2019","新北市","菸草","0","0","0","0"
"2019","台北市","菸草","0","0","0","0"
"2019","桃園市","菸草","0","0","0","0"
"2019","台中市","菸草","0","0","0","0"
"2019","台南市","菸草","0","0","0","0"
"2019","高雄市","菸草","0","0","0","0"
"2019","宜蘭縣","菸草","0","0","0","0"
"2019","新竹縣","菸草","0","0","0","0"
"2019","苗栗縣","菸草","0","0","0","0"
"2019","彰化縣","菸草","0","0","0","0"
"2019","南投縣","菸草","0","0","0","0"
"2019","雲林縣","菸草","0","0","0","0"
"2019","嘉義縣","菸草","0","0","0","0"
"2019","屏東縣","菸草","0","0","0","0"
"2019","台東縣","菸草","0","0","0","0"
"2019","花蓮縣","菸草","0","0","0","0"
"2019","澎湖縣","菸草","0","0","0","0"
"2019","基隆市","菸草","0","0","0","0"
"2019","新竹市","菸草","0","0","0","0"
"2019","嘉義市","菸草","0","0","0","0"
"2019","金門縣","菸草","0","0","0","0"
"2019","連江縣","菸草","0","0","0","0"
"2019","新北市","製糖甘蔗-白糖","-","-","-","-"
"2019","台北市","製糖甘蔗-白糖","-","-","-","-"
"2019","桃園市","製糖甘蔗-白糖","-","-","-","-"
"2019","台中市","製糖甘蔗-白糖","-","-","-","-"
"2019","台南市","製糖甘蔗-白糖","1676","1675","68360","114483"
"2019","高雄市","製糖甘蔗-白糖","57","57","73320","4162"
"2019","宜蘭縣","製糖甘蔗-白糖","-","-","-","-"
"2019","新竹縣","製糖甘蔗-白糖","-","-","-","-"
"2019","苗栗縣","製糖甘蔗-白糖","-","-","-","-"
"2019","彰化縣","製糖甘蔗-白糖","1043","1038","68907","71500"
"2019","南投縣","製糖甘蔗-白糖","-","-","-","-"
"2019","雲林縣","製糖甘蔗-白糖","2618","2618","65259","170836"
"2019","嘉義縣","製糖甘蔗-白糖","2700","2699","63580","171587"
"2019","屏東縣","製糖甘蔗-白糖","-","-","-","-"
"2019","台東縣","製糖甘蔗-白糖","","-","-","-"
"2019","花蓮縣","製糖甘蔗-白糖","-","-","-","-"
"2019","澎湖縣","製糖甘蔗-白糖","-","-","-","-"
"2019","基隆市","製糖甘蔗-白糖","-","-","-","-"
"2019","新竹市","製糖甘蔗-白糖","-","-","-","-"
"2019","嘉義市","製糖甘蔗-白糖","-","-","-","-"
"2019","金門縣","製糖甘蔗-白糖","-","-","-","-"
"2019","連江縣","製糖甘蔗-白糖","-","-","-","-"
"2019","新北市","樹薯","10.08","8.46","11260.87","95.267"
"2019","台北市","樹薯","0","0","0","0"
"2019","桃園市","樹薯","0.98","0.98","13320.41","13.054"
"2019","台中市","樹薯","0.2","0.2","13585","2.717"
"2019","台南市","樹薯","2.76","2.76","14900.36","41.125"
"2019","高雄市","樹薯","10.72","10.72","13510.26","144.83"
"2019","宜蘭縣","樹薯","0.81","0.81","15187.65","12.302"
"2019","新竹縣","樹薯","0.44","0.44","13681.82","6.02"
"2019","苗栗縣","樹薯","6.08","6.08","14340.13","87.188"
"2019","彰化縣","樹薯","0.3","0.3","12000","3.6"
"2019","南投縣","樹薯","0.2","0.2","8300","1.66"
"2019","雲林縣","樹薯","0","0","0","0"
"2019","嘉義縣","樹薯","5.38","5.38","15141.26","81.46"
"2019","屏東縣","樹薯","2.54","2.54","13595.28","34.532"
"2019","台東縣","樹薯","4.4","4.4","15188.64","66.83"
"2019","花蓮縣","樹薯","2.63","2.03","12738.92","25.86"
"2019","澎湖縣","樹薯","0","0","0","0"
"2019","基隆市","樹薯","0","0","0","0"
"2019","新竹市","樹薯","0","0","0","0"
"2019","嘉義市","樹薯","0","0","0","0"
"2019","金門縣","樹薯","0","0","0","0"
"2019","連江縣","樹薯","0","0","0","0"
"2019","新北市","食用甘蔗","2.33","1.82","17129.67","31.176"
"2019","台北市","食用甘蔗","0","0","0","0"
"2019","桃園市","食用甘蔗","1.29","1.28","14167.97","18.135"
"2019","台中市","食用甘蔗","3.89","3.89","34665.81","134.85"
"2019","台南市","食用甘蔗","100.16","100.16","64214.3","6431.704"
"2019","高雄市","食用甘蔗","24.69","24.69","66234.55","1635.331"
"2019","宜蘭縣","食用甘蔗","6.08","6.08","16715.95","101.633"
"2019","新竹縣","食用甘蔗","6.23","6.23","28370.79","176.75"
"2019","苗栗縣","食用甘蔗","3.95","3.95","34252.91","135.299"
"2019","彰化縣","食用甘蔗","50.2","49","81613","3999.037"
"2019","南投縣","食用甘蔗","127.31","126.71","106672.89","13516.522"
"2019","雲林縣","食用甘蔗","68.86","68.86","91866.66","6325.938"
"2019","嘉義縣","食用甘蔗","196.58","113.48","54458.73","6179.977"
"2019","屏東縣","食用甘蔗","33.53","33.53","61612.59","2065.87"
"2019","台東縣","食用甘蔗","20.09","20.09","87664.96","1761.189"
"2019","花蓮縣","食用甘蔗","6.13","6.13","28432.3","174.29"
"2019","澎湖縣","食用甘蔗","0","0","0","0"
"2019","基隆市","食用甘蔗","0","0","0","0"
"2019","新竹市","食用甘蔗","0","0","0","0"
"2019","嘉義市","食用甘蔗","1.5","1.5","59693.33","89.54"
"2019","金門縣","食用甘蔗","0.04","0.04","11275","0.451"
"2019","連江縣","食用甘蔗","0","0","0","0"
"2019","新北市","芝麻","0","0","0","0"
"2019","台北市","芝麻","0","0","0","0"
"2019","桃園市","芝麻","0.4","0.4","100","0.04"
"2019","台中市","芝麻","149.57","149.57","549.63","82.208"
"2019","台南市","芝麻","1810.39","1810.39","1027.22","1859.666"
"2019","高雄市","芝麻","2.55","2.55","680","1.734"
"2019","宜蘭縣","芝麻","0.21","0.21","619.05","0.13"
"2019","新竹縣","芝麻","1.07","1.07","537.38","0.575"
"2019","苗栗縣","芝麻","76.14","76.14","665.22","50.65"
"2019","彰化縣","芝麻","66.26","66.26","557.67","36.951"
"2019","南投縣","芝麻","1.4","1.4","503.57","0.705"
"2019","雲林縣","芝麻","12.21","12.21","527.52","6.441"
"2019","嘉義縣","芝麻","58.66","58.66","536.81","31.489"
"2019","屏東縣","芝麻","39.7","39.7","823.5","32.693"
"2019","台東縣","芝麻","0","0","0","0"
"2019","花蓮縣","芝麻","2.88","2.88","322.57","0.929"
"2019","澎湖縣","芝麻","0","0","0","0"
"2019","基隆市","芝麻","0","0","0","0"
"2019","新竹市","芝麻","0","0","0","0"
"2019","嘉義市","芝麻","0.2","0.2","580","0.116"
"2019","金門縣","芝麻","0","0","0","0"
"2019","連江縣","芝麻","0","0","0","0"
"2019","新北市","香花作物","0.03","0.03","2666.67","0.08"
"2019","台北市","香花作物","0","0","0","0"
"2019","桃園市","香花作物","0.02","0.02","500","0.01"
"2019","台中市","香花作物","0","0","0","0"
"2019","台南市","香花作物","0.25","0.25","452","0.113"
"2019","高雄市","香花作物","1.04","1.04","2951.92","3.07"
"2019","宜蘭縣","香花作物","0","0","0","0"
"2019","新竹縣","香花作物","0","0","0","0"
"2019","苗栗縣","香花作物","56.18","56.18","1128.32","63.389"
"2019","彰化縣","香花作物","25.89","25.89","1512.71","39.164"
"2019","南投縣","香花作物","0","0","0","0"
"2019","雲林縣","香花作物","0.82","0.82","2000","1.64"
"2019","嘉義縣","香花作物","0","0","0","0"
"2019","屏東縣","香花作物","12.79","12.79","2113.06","27.026"
"2019","台東縣","香花作物","9.3","8.61","585.37","5.04"
"2019","花蓮縣","香花作物","1.19","1.19","500","0.595"
"2019","澎湖縣","香花作物","0","0","0","0"
"2019","基隆市","香花作物","0","0","0","0"
"2019","新竹市","香花作物","0","0","0","0"
"2019","嘉義市","香花作物","0","0","0","0"
"2019","金門縣","香花作物","0","0","0","0"
"2019","連江縣","香花作物","0","0","0","0"
"2019","新北市","山藥","41","41","15223.83","624.177"
"2019","台北市","山藥","16.91","16.91","15581.14","263.477"
"2019","桃園市","山藥","1.05","1.05","10933.33","11.48"
"2019","台中市","山藥","6.97","6.97","12810.47","89.289"
"2019","台南市","山藥","0.57","0.57","28570.18","16.285"
"2019","高雄市","山藥","8.68","8.68","13477.07","116.981"
"2019","宜蘭縣","山藥","15.55","15.55","18974.66","295.056"
"2019","新竹縣","山藥","4.33","4.33","9993.07","43.27"
"2019","苗栗縣","山藥","0.69","0.69","13347.83","9.21"
"2019","彰化縣","山藥","141.06","141.06","29955.69","4225.55"
"2019","南投縣","山藥","197.95","197.95","41932.36","8300.51"
"2019","雲林縣","山藥","14.76","14.76","22845.8","337.204"
"2019","嘉義縣","山藥","7.94","7.94","17896.73","142.1"
"2019","屏東縣","山藥","17.72","17.72","14384.03","254.885"
"2019","台東縣","山藥","0.14","0.14","5150","0.721"
"2019","花蓮縣","山藥","5.92","5.92","22486.49","133.12"
"2019","澎湖縣","山藥","0","0","0","0"
"2019","基隆市","山藥","0.77","0.77","15675.32","12.07"
"2019","新竹市","山藥","0","0","0","0"
"2019","嘉義市","山藥","1.2","1.2","18000","21.6"
"2019","金門縣","山藥","0.24","0.24","9870.83","2.369"
"2019","連江縣","山藥","0","0","0","0"
"2019","新北市","其他特用作物","157.98","133.24","IF(E376=0,0,G376/E376*1000)","237.465"
"2019","台北市","其他特用作物","2.9","2.9","IF(E377=0,0,G377/E377*1000)","6.71699999999998"
"2019","桃園市","其他特用作物","170.68","158.64","IF(E378=0,0,G378/E378*1000)","163.053"
"2019","台中市","其他特用作物","220.36","220.06","IF(E379=0,0,G379/E379*1000)","949.713"
"2019","台南市","其他特用作物","310.51","308.47","IF(E380=0,0,G380/E380*1000)","951.01"
"2019","高雄市","其他特用作物","667.37","667.37","IF(E381=0,0,G381/E381*1000)","2861.663"
"2019","宜蘭縣","其他特用作物","48.12","44.99","IF(E382=0,0,G382/E382*1000)","111.387"
"2019","新竹縣","其他特用作物","175.21","164.69","IF(E383=0,0,G383/E383*1000)","513.293"
"2019","苗栗縣","其他特用作物","276.74","244.4","IF(E384=0,0,G384/E384*1000)","582.216"
"2019","彰化縣","其他特用作物","209.09","209.09","IF(E385=0,0,G385/E385*1000)","898.509"
"2019","南投縣","其他特用作物","832.34","779.14","IF(E386=0,0,G386/E386*1000)","2379.029"
"2019","雲林縣","其他特用作物","264.69","264.24","IF(E387=0,0,G387/E387*1000)","1177.299"
"2019","嘉義縣","其他特用作物","844.29","839.15","IF(E388=0,0,G388/E388*1000)","1462.782"
"2019","屏東縣","其他特用作物","441.8","427.57","IF(E389=0,0,G389/E389*1000)","1370.67"
"2019","台東縣","其他特用作物","1577.79","1576.11","IF(E390=0,0,G390/E390*1000)","6617.155"
"2019","花蓮縣","其他特用作物","661.15","559.88","IF(E391=0,0,G391/E391*1000)","1341.041"
"2019","澎湖縣","其他特用作物","11.97","11.97","IF(E392=0,0,G392/E392*1000)","21.622"
"2019","基隆市","其他特用作物","0","0","IF(E393=0,0,G393/E393*1000)","0"
"2019","新竹市","其他特用作物","0.72","0.21","IF(E394=0,0,G394/E394*1000)","2.205"
"2019","嘉義市","其他特用作物","2.12","2.12","IF(E395=0,0,G395/E395*1000)","11.807"
"2019","金門縣","其他特用作物","0.33","0.33","IF(E396=0,0,G396/E396*1000)","0.468"
"2019","連江縣","其他特用作物","0","0","0","0"
"2018","新北市","茶葉","749.92","657.43","2390.72144562919","392.933"
"2018","台北市","茶葉","63.5","63.5","2690.07874015748","42.705"
"2018","桃園市","茶葉","553.94","499.71","3624.51021592524","452.801"
"2018","台中市","茶葉","463.6","463.6","2400.14667817084","278.177"
"2018","台南市","茶葉","0.2","0.2","4000","0.2"
"2018","高雄市","茶葉","156.18","156.18","3965.88551671149","154.848"
"2018","宜蘭縣","茶葉","168.82","152.64","2893.37002096436","110.411"
"2018","新竹縣","茶葉","400.56","400.46","4125.56559956051","413.031"
"2018","苗栗縣","茶葉","288.81","288.81","5345.92292510647","385.989"
"2018","彰化縣","茶葉","2.52","2.52","4838.09523809524","3.048"
"2018","南投縣","茶葉","6463.1","6377.3","6292.31367506625","10031.993"
"2018","雲林縣","茶葉","367.52","367.52","3788.52851545494","348.09"
"2018","嘉義縣","茶葉","1827.31","1827.31","3951.06030175504","1804.953"
"2018","屏東縣","茶葉","257.75","103.03","3579.53993982335","92.2"
"2018","台東縣","茶葉","186.97","186.97","3063.52890838102","143.197"
"2018","花蓮縣","茶葉","127.28","112.28","2924.15390096188","82.081"
"2018","澎湖縣","茶葉","0","0","0","0"
"2018","基隆市","茶葉","0.02","0.02","2600","0.013"
"2018","新竹市","茶葉","0.9","0.9","4346.66666666667","0.978"
"2018","嘉義市","茶葉","0","0","0","0"
"2018","金門縣","茶葉","0","0","0","0"
"2018","連江縣","茶葉","0","0","0","0"
"2018","新北市","菸草","0","0","0","0"
"2018","台北市","菸草","0","0","0","0"
"2018","桃園市","菸草","0","0","0","0"
"2018","台中市","菸草","0","0","0","0"
"2018","台南市","菸草","0","0","0","0"
"2018","高雄市","菸草","0","0","0","0"
"2018","宜蘭縣","菸草","0","0","0","0"
"2018","新竹縣","菸草","0","0","0","0"
"2018","苗栗縣","菸草","0","0","0","0"
"2018","彰化縣","菸草","0","0","0","0"
"2018","南投縣","菸草","0","0","0","0"
"2018","雲林縣","菸草","0","0","0","0"
"2018","嘉義縣","菸草","0","0","0","0"
"2018","屏東縣","菸草","0","0","0","0"
"2018","台東縣","菸草","0","0","0","0"
"2018","花蓮縣","菸草","0","0","0","0"
"2018","澎湖縣","菸草","0","0","0","0"
"2018","基隆市","菸草","0","0","0","0"
"2018","新竹市","菸草","0","0","0","0"
"2018","嘉義市","菸草","0","0","0","0"
"2018","金門縣","菸草","0","0","0","0"
"2018","連江縣","菸草","0","0","0","0"
"2018","新北市","甘蔗原料","0","","IF(E442=0,0,G442/E442*1000)","0"
"2018","台北市","甘蔗原料","0","","IF(E443=0,0,G443/E443*1000)","0"
"2018","桃園市","甘蔗原料","0","","IF(E444=0,0,G444/E444*1000)","0"
"2018","台中市","甘蔗原料","0","","IF(E445=0,0,G445/E445*1000)","0"
"2018","台南市","甘蔗原料","1711","1711","70461","120547"
"2018","高雄市","甘蔗原料","70","70","78832","5517"
"2018","宜蘭縣","甘蔗原料","0","","IF(E448=0,0,G448/E448*1000)","0"
"2018","新竹縣","甘蔗原料","0","","IF(E449=0,0,G449/E449*1000)","0"
"2018","苗栗縣","甘蔗原料","0","","IF(E450=0,0,G450/E450*1000)","0"
"2018","彰化縣","甘蔗原料","1107","1107","76799","84994"
"2018","南投縣","甘蔗原料","0","0","IF(E452=0,0,G452/E452*1000)","0"
"2018","雲林縣","甘蔗原料","2828","2828","59564","196716"
"2018","嘉義縣","甘蔗原料","2810","2798","61121","171005"
"2018","屏東縣","甘蔗原料","0","0","IF(E455=0,0,G455/E455*1000)","0"
